CustomerID,Frequency,Monetary,AvgOrderValue,TotalQuantity,AvgItemsInCart,ProductDiversity,FirstOrderDate,LastOrderDate,PctCancelled,PctReturned,PctCouponUsed,DominantPaymentMethod,DominantReferralSource,Recency,Tenure,AvgDaysBetweenOrders,IsRepeatCustomer,TenureYears,CLV_Proxy,SpendPerItem,EngagementScore,Churn,HasOrderInterval,PurchaseIntensity,ValuePerTenureDay,ReturnCancelRate,ProductSpendRatio
C11644,1,46.66,46.66,1,6.0,1,2023-07-21,2023-07-21,1.0,0.0,0.0,Cash,Google,620,620,0.0,0,1.6974674880219027,27.48800806451613,46.66,-0.7551766138845857,1,0,0.0016129032258064516,0.07525806451612903,1.0,46.66
C11657,1,264.4,264.4,4,9.0,1,2023-12-10,2023-12-10,0.0,1.0,1.0,Cash,Google,478,478,0.0,0,1.3086926762491444,202.03368200836815,66.1,-0.5822168087690838,1,0,0.0020920502092050207,0.5531380753138074,1.0,264.4
C11665,1,337.38,337.38,3,6.0,1,2023-04-28,2023-04-28,0.0,0.0,1.0,Gift Card,Instagram,704,704,0.0,0,1.9274469541409995,175.03983664772727,112.46,-0.8574908647979811,1,0,0.0014204545454545455,0.47923295454545456,0.0,337.38
C11849,1,476.5,476.5,2,7.0,1,2024-10-27,2024-10-27,1.0,0.0,1.0,Online,Email,156,156,0.0,0,0.4271047227926078,1115.6514423076924,238.25,-0.1900121802677344,0,0,0.00641025641025641,3.0544871794871793,1.0,476.5
C11893,1,1582.0,1582.0,5,7.0,1,2024-09-20,2024-09-20,0.0,1.0,0.0,Gift Card,Email,193,193,0.0,0,0.5284052019164955,2993.914507772021,316.4,-0.2350791717414919,0,0,0.0051813471502590676,8.196891191709845,1.0,1582.0
C11906,1,1237.59,1237.59,3,6.0,1,2025-01-01,2025-01-01,0.0,0.0,1.0,Online,Google,90,90,0.0,0,0.2464065708418891,3943.4044713284898,412.53,-0.1096224116929237,0,0,0.011111111111111112,13.751,0.0,1237.59
C11921,1,452.7,452.7,1,5.0,1,2024-11-29,2024-11-29,0.0,0.0,1.0,Debit Card,Instagram,123,123,0.0,0,0.3367556468172484,1344.2981707317074,452.7,-0.149817295980329,0,0,0.008130081300813009,3.6804878048780485,0.0,452.7
C11940,1,448.02,448.02,3,7.0,1,2023-09-05,2023-09-05,1.0,0.0,1.0,Gift Card,Email,574,574,0.0,0,1.571526351813826,285.0858972125436,149.34,-0.6991473812415357,1,0,0.0017421602787456446,0.7805226480836237,1.0,448.02
C11985,1,30.44,30.44,1,1.0,1,2023-10-07,2023-10-07,0.0,0.0,1.0,Credit Card,Email,542,542,0.0,0,1.483915126625599,20.51330258302583,30.44,-0.6601705237507184,1,0,0.0018450184501845018,0.056162361623616236,0.0,30.44
C11998,1,1495.98,1495.98,3,6.0,1,2025-02-16,2025-02-16,1.0,0.0,0.0,Cash,Email,44,44,0.0,0,0.1204654346338124,3943.4044713284898,498.66,-0.0535931790498738,0,0,0.022727272727272728,33.999545454545455,1.0,1495.98
C12039,1,132.68,132.68,1,1.0,1,2023-12-12,2023-12-12,0.0,1.0,1.0,Debit Card,Referral,476,476,0.0,0,1.3032169746748803,101.80960084033612,132.68,-0.5797807551759077,1,0,0.0021008403361344537,0.27873949579831936,1.0,132.68
C12245,1,815.58,815.58,2,3.0,1,2023-05-17,2023-05-17,0.0,0.0,0.0,Debit Card,Google,685,685,0.0,0,1.8754277891854891,434.8767810218978,407.79,-0.8343483556628084,1,0,0.00145985401459854,1.1906277372262775,0.0,815.58
C12301,1,531.74,531.74,1,1.0,1,2023-09-11,2023-09-11,0.0,0.0,1.0,Online,Google,568,568,0.0,0,1.5550992470910336,341.9331602112676,531.74,-0.6918392204620075,1,0,0.0017605633802816902,0.9361619718309859,0.0,531.74
C12388,1,2683.6,2683.6,5,10.0,1,2023-05-01,2023-05-01,0.0,0.0,0.0,Cash,Email,701,701,0.0,0,1.919233401779603,1398.266619115549,536.72,-0.853836784408217,1,0,0.0014265335235378032,3.8282453637660483,0.0,2683.6
C12408,1,161.54,161.54,2,4.0,1,2023-08-26,2023-08-26,0.0,0.0,0.0,Debit Card,Google,584,584,0.0,0,1.5989048596851472,101.03165239726027,80.77,-0.7113276492074162,1,0,0.0017123287671232876,0.2766095890410959,0.0,161.54
C12421,1,93.02,93.02,1,4.0,1,2023-04-28,2023-04-28,0.0,1.0,0.0,Online,Email,704,704,0.0,0,1.9274469541409995,48.26073153409091,93.02,-0.8574908647979811,1,0,0.0014204545454545455,0.1321306818181818,1.0,93.02
C12444,1,230.88,230.88,3,8.0,1,2024-09-17,2024-09-17,0.0,1.0,1.0,Cash,Email,196,196,0.0,0,0.5366187542778919,430.2495918367347,76.96,-0.2387332521312561,0,0,0.00510204081632653,1.1779591836734693,1.0,230.88
C12459,1,284.16,284.16,2,4.0,1,2024-09-06,2024-09-06,0.0,0.0,1.0,Gift Card,Referral,207,207,0.0,0,0.5667351129363449,501.3982608695653,142.08,-0.2521315468937246,0,0,0.004830917874396135,1.3727536231884059,0.0,284.16
C12472,1,252.93,252.93,3,3.0,1,2024-02-25,2024-02-25,0.0,0.0,1.0,Credit Card,Email,401,401,0.0,0,1.0978781656399723,230.3807543640898,84.31,-0.4884287454318046,1,0,0.0024937655860349127,0.6307481296758105,0.0,252.93
C12479,1,124.1,124.1,5,10.0,1,2023-10-02,2023-10-02,0.0,0.0,0.0,Credit Card,Referral,547,547,0.0,0,1.497604380561259,82.86567641681901,24.82,-0.6662606577336586,1,0,0.0018281535648994515,0.22687385740402194,0.0,124.1
C12487,1,1427.07,1427.07,3,3.0,1,2024-01-08,2024-01-08,1.0,0.0,1.0,Gift Card,Google,449,449,0.0,0,1.2292950034223136,1160.884894209354,475.69,-0.5468940316680306,1,0,0.0022271714922048997,3.178329621380846,1.0,1427.07
C12607,1,281.52,281.52,1,6.0,1,2023-04-05,2023-04-05,0.0,0.0,1.0,Gift Card,Referral,727,727,0.0,0,1.990417522245037,141.43766162310865,281.52,-0.8855054811195061,1,0,0.001375515818431912,0.38723521320495186,0.0,281.52
C12609,1,547.32,547.32,4,8.0,1,2023-11-26,2023-11-26,0.0,0.0,1.0,Debit Card,Email,492,492,0.0,0,1.3470225872689938,406.31835365853664,136.83,-0.5992691839213163,1,0,0.0020325203252032522,1.112439024390244,0.0,547.32
C12740,1,644.75,644.75,5,10.0,1,2023-09-21,2023-09-21,0.0,0.0,1.0,Cash,Instagram,558,558,0.0,0,1.5277207392197123,422.033938172043,128.95,-0.6796589524961271,1,0,0.0017921146953405018,1.1554659498207884,0.0,644.75
C12813,1,1462.7,1462.7,5,8.0,1,2025-03-15,2025-03-15,1.0,0.0,1.0,Debit Card,Email,17,17,0.0,0,0.0465434633812457,3943.4044713284898,292.54,-0.0207064555419967,0,0,0.058823529411764705,86.04117647058824,1.0,1462.7
C12818,1,191.04,191.04,3,6.0,1,2023-12-13,2023-12-13,0.0,1.0,0.0,Cash,Facebook,475,475,0.0,0,1.3004791238877482,146.89970526315787,63.68,-0.5785627283793197,1,0,0.002105263157894737,0.4021894736842105,1.0,191.04
C13100,1,1177.64,1177.64,4,4.0,1,2023-12-18,2023-12-18,0.0,0.0,0.0,Debit Card,Instagram,470,470,0.0,0,1.2867898699520877,915.1766170212768,294.41,-0.5724725943963794,1,0,0.002127659574468085,2.505617021276596,0.0,1177.64
C13108,1,3293.85,3293.85,5,10.0,1,2024-04-25,2024-04-25,0.0,0.0,1.0,Gift Card,Instagram,341,341,0.0,0,0.9336071184120466,3528.0900659824047,658.77,-0.4153471376365221,0,0,0.002932551319648094,9.659384164222873,0.0,3293.85
C13169,1,536.07,536.07,1,5.0,1,2023-11-15,2023-11-15,0.0,0.0,1.0,Debit Card,Google,503,503,0.0,0,1.377138945927447,389.2635536779324,536.07,-0.6126674786837848,1,0,0.0019880715705765406,1.0657455268389664,0.0,536.07
C13186,1,889.68,889.68,2,7.0,1,2023-08-29,2023-08-29,0.0,0.0,0.0,Online,Facebook,581,581,0.0,0,1.5906913073237507,559.3039931153185,444.84,-0.7076735688176521,1,0,0.0017211703958691911,1.5312908777969019,0.0,889.68
C13205,1,2107.1,2107.1,5,7.0,1,2023-01-25,2023-01-25,1.0,0.0,0.0,Debit Card,Instagram,797,797,0.0,0,2.1820670773442847,965.644008782936,421.42,-0.970767356880669,1,0,0.0012547051442910915,2.643789209535759,1.0,2107.1
C13296,1,108.82,108.82,2,6.0,1,2023-06-03,2023-06-03,0.0,0.0,0.0,Online,Instagram,668,668,0.0,0,1.828884325804244,59.50075598802395,54.41,-0.8136419001208116,1,0,0.0014970059880239522,0.16290419161676645,0.0,108.82
C13324,1,1199.48,1199.48,2,2.0,1,2025-03-15,2025-03-15,0.0,0.0,0.0,Gift Card,Instagram,17,17,0.0,0,0.0465434633812457,3943.4044713284898,599.74,-0.0207064555419967,0,0,0.058823529411764705,70.55764705882353,0.0,1199.48
C13366,1,2714.2,2714.2,4,5.0,1,2023-07-06,2023-07-06,0.0,0.0,0.0,Cash,Email,635,635,0.0,0,1.7385352498288844,1561.1992913385825,678.55,-0.7734470158334062,1,0,0.0015748031496062992,4.274330708661417,0.0,2714.2
C13501,1,427.6,427.6,5,5.0,1,2023-08-23,2023-08-23,1.0,0.0,0.0,Gift Card,Facebook,587,587,0.0,0,1.6071184120465434,266.06626916524704,85.52000000000001,-0.7149817295971803,1,0,0.0017035775127768314,0.7284497444633731,1.0,427.6
C13525,1,212.79,212.79,3,5.0,1,2024-06-13,2024-06-13,0.0,1.0,0.0,Debit Card,Referral,292,292,0.0,0,0.7994524298425736,266.16968321917807,70.92999999999999,-0.3556638246037081,0,0,0.003424657534246575,0.7287328767123288,1.0,212.79
C13540,1,1239.64,1239.64,4,5.0,1,2023-06-04,2023-06-04,0.0,0.0,1.0,Debit Card,Google,667,667,0.0,0,1.8261464750171117,678.8283508245878,309.91,-0.8124238733242236,1,0,0.0014992503748125937,1.8585307346326838,0.0,1239.64
C13877,1,3339.1000000000004,3320.9700000000003,5,5.0,1,2023-11-26,2023-11-26,1.0,0.0,0.0,Cash,Facebook,492,492,0.0,0,1.3470225872689938,2512.875457317073,676.98,-0.5992691839213163,1,0,0.0020325203252032522,6.78678861788618,1.0,3339.1000000000004
C13923,1,118.8,118.8,1,6.0,1,2023-10-08,2023-10-08,0.0,0.0,1.0,Online,Email,541,541,0.0,0,1.4811772758384667,80.20646950092421,118.8,-0.6589524969541304,1,0,0.0018484288354898336,0.21959334565619223,0.0,118.8
C14005,1,80.46,80.46,2,4.0,1,2024-01-01,2024-01-01,1.0,0.0,1.0,Credit Card,Google,456,456,0.0,0,1.2484599589322385,64.44740131578946,40.23,-0.5554202192441469,1,0,0.0021929824561403508,0.17644736842105263,1.0,80.46
C14017,1,1248.32,1248.32,2,2.0,1,2023-05-09,2023-05-09,0.0,0.0,1.0,Debit Card,Instagram,693,693,0.0,0,1.897330595482546,657.9348917748918,624.16,-0.8440925700355126,1,0,0.001443001443001443,1.8013275613275612,0.0,1248.32
C14080,1,283.69,283.69,1,6.0,1,2024-06-27,2024-06-27,0.0,0.0,0.0,Gift Card,Google,278,278,0.0,0,0.7611225188227242,372.7258003597122,283.69,-0.3386114494514755,0,0,0.0035971223021582736,1.0204676258992806,0.0,283.69
C14114,1,1704.06,1704.06,3,3.0,1,2024-09-27,2024-09-27,0.0,0.0,1.0,Online,Instagram,186,186,0.0,0,0.5092402464065708,3346.2791129032257,568.02,-0.2265529841653757,0,0,0.005376344086021506,9.161612903225807,0.0,1704.06
C14240,1,491.11,491.11,1,4.0,1,2023-05-03,2023-05-03,0.0,0.0,1.0,Credit Card,Facebook,699,699,0.0,0,1.9137577002053388,256.6207832618026,491.11,-0.851400730815041,1,0,0.001430615164520744,0.7025894134477826,0.0,491.11
C14427,1,533.9,533.9,2,3.0,1,2024-07-23,2024-07-23,0.0,0.0,0.0,Credit Card,Instagram,252,252,0.0,0,0.6899383983572895,773.8372023809524,266.95,-0.3069427527401864,0,0,0.003968253968253968,2.1186507936507937,0.0,533.9
C14455,1,164.85,164.85,3,8.0,1,2023-12-09,2023-12-09,0.0,1.0,1.0,Cash,Referral,479,479,0.0,0,1.3114305270362765,125.70242693110649,54.95,-0.5834348355656719,1,0,0.0020876826722338203,0.34415448851774527,1.0,164.85
C14457,1,395.4,395.4,5,8.0,1,2024-05-29,2024-05-29,0.0,0.0,0.0,Cash,Facebook,307,307,0.0,0,0.840520191649555,470.4229641693811,79.08,-0.3739342265525287,0,0,0.003257328990228013,1.2879478827361563,0.0,395.4
C14552,1,1120.0,1120.0,5,9.0,1,2023-01-23,2023-01-23,0.0,1.0,1.0,Cash,Google,799,799,0.0,0,2.187542778918549,511.9899874843555,224.0,-0.9732034104738452,1,0,0.0012515644555694619,1.4017521902377972,1.0,1120.0
C14553,1,440.1899999999999,440.1899999999999,3,8.0,1,2024-09-09,2024-09-09,0.0,0.0,1.0,Cash,Email,204,204,0.0,0,0.5585215605749486,788.1343014705881,146.72999999999996,-0.2484774665039604,0,0,0.004901960784313725,2.1577941176470583,0.0,440.1899999999999
C14568,1,885.32,885.32,4,5.0,1,2023-02-11,2023-02-11,0.0,0.0,0.0,Online,Google,780,780,0.0,0,2.135523613963039,414.5681153846154,221.33,-0.9500609013386724,1,0,0.001282051282051282,1.1350256410256412,0.0,885.32
C14576,1,2156.8,2156.8,4,8.0,1,2024-04-18,2024-04-18,0.0,0.0,1.0,Credit Card,Google,348,348,0.0,0,0.9527720739219712,2263.710344827586,539.2,-0.4238733252126384,0,0,0.0028735632183908046,6.197701149425288,0.0,2156.8
C14600,1,441.8,441.8,2,4.0,1,2023-07-20,2023-07-20,0.0,0.0,0.0,Gift Card,Email,621,621,0.0,0,1.700205338809035,259.8509661835749,220.9,-0.7563946406811737,1,0,0.001610305958132045,0.7114331723027375,0.0,441.8
C14737,1,581.64,581.64,4,7.0,1,2023-01-14,2023-01-14,0.0,1.0,1.0,Credit Card,Email,808,808,0.0,0,2.212183436002738,262.92575495049505,145.41,-0.9841656516431374,1,0,0.0012376237623762376,0.7198514851485148,1.0,581.64
C14837,1,183.18,183.18,1,6.0,1,2023-04-01,2023-04-01,1.0,0.0,1.0,Debit Card,Email,731,731,0.0,0,2.001368925393566,91.52735294117647,183.18,-0.8903775883058582,1,0,0.0013679890560875513,0.25058823529411767,1.0,183.18
C14847,1,1097.81,548.905,5,4.0,1,2023-01-01,2024-12-19,0.0,0.0,0.5,Cash,Email,103,821,718.0,1,2.2477754962354557,488.3984196102314,219.562,0.4987819732028029,0,1,0.001218026796589525,1.3371619975639464,0.0,1097.81
C14891,1,1654.96,1654.96,4,7.0,1,2024-03-23,2024-03-23,0.0,1.0,1.0,Gift Card,Instagram,374,374,0.0,0,1.0239561943874058,1616.241016042781,413.74,-0.4555420219239275,1,0,0.00267379679144385,4.425026737967914,1.0,1654.96
C14983,1,17.24,17.24,1,2.0,1,2023-07-12,2023-07-12,0.0,0.0,1.0,Online,Instagram,629,629,0.0,0,1.7221081451060918,10.010985691573923,17.24,-0.766138855053878,1,0,0.001589825119236884,0.027408585055643878,0.0,17.24
C15063,1,426.1,426.1,5,7.0,1,2024-04-29,2024-04-29,1.0,0.0,1.0,Credit Card,Email,337,337,0.0,0,0.922655715263518,461.8190652818992,85.22,-0.41047503045017,0,0,0.002967359050445104,1.264391691394659,1.0,426.1
C15146,1,190.55,190.55,5,6.0,1,2023-08-17,2023-08-17,1.0,0.0,1.0,Debit Card,Instagram,593,593,0.0,0,1.623545516769336,117.36658937605398,38.11,-0.7222898903767085,1,0,0.0016863406408094434,0.3213322091062395,1.0,190.55
C15228,1,1422.42,1422.42,3,8.0,1,2024-02-19,2024-02-19,0.0,0.0,1.0,Gift Card,Google,407,407,0.0,0,1.1143052703627652,1276.5083660933662,474.14,-0.4957369062113329,1,0,0.002457002457002457,3.4948894348894353,0.0,1422.42
C15257,1,580.2,580.2,4,6.0,1,2025-03-21,2025-03-21,0.0,0.0,1.0,Online,Google,11,11,0.0,0,0.0301163586584531,3943.4044713284898,145.05,-0.0133982947624684,0,0,0.09090909090909091,52.74545454545455,0.0,580.2
C15283,1,381.02,381.02,1,6.0,1,2023-11-25,2023-11-25,0.0,0.0,0.0,Cash,Google,493,493,0.0,0,1.349760438056126,282.2871298174442,381.02,-0.6004872107179045,1,0,0.002028397565922921,0.7728600405679513,0.0,381.02
C15624,1,3097.6,3097.6,5,9.0,1,2025-01-21,2025-01-21,0.0,0.0,0.0,Debit Card,Email,70,70,0.0,0,0.191649555099247,3943.4044713284898,619.52,-0.0852618757611629,0,0,0.014285714285714285,44.25142857142857,0.0,3097.6
C15629,1,912.45,912.45,3,3.0,1,2023-04-16,2023-04-16,0.0,0.0,1.0,Gift Card,Instagram,716,716,0.0,0,1.9603011635865848,465.46419343575417,304.15,-0.8721071863570377,1,0,0.0013966480446927375,1.2743715083798883,0.0,912.45
C15681,1,2161.64,2161.64,4,6.0,1,2023-08-22,2023-08-22,1.0,0.0,0.0,Credit Card,Referral,588,588,0.0,0,1.6098562628336757,1342.7534183673467,540.41,-0.7161997563937683,1,0,0.0017006802721088435,3.6762585034013604,1.0,2161.64
C15849,1,525.43,525.43,1,2.0,1,2024-12-23,2024-12-23,1.0,0.0,1.0,Cash,Instagram,99,99,0.0,0,0.271047227926078,1938.5182575757567,525.43,-0.1205846528622161,0,0,0.010101010101010102,5.307373737373737,1.0,525.43
C15924,1,245.89,245.89,1,3.0,1,2024-12-19,2024-12-19,0.0,0.0,1.0,Debit Card,Google,103,103,0.0,0,0.2819986310746064,871.9545873786408,245.89,-0.1254567600485682,0,0,0.009708737864077669,2.3872815533980583,0.0,245.89
C16012,1,630.82,630.82,1,5.0,1,2025-03-28,2025-03-28,0.0,0.0,1.0,Online,Google,4,4,0.0,0,0.0109514031485284,3943.4044713284898,630.82,-0.0048721071863521,0,0,0.25,157.705,0.0,630.82
C16400,1,628.4399999999999,628.4399999999999,3,4.0,1,2024-10-08,2024-10-08,0.0,0.0,0.0,Debit Card,Email,175,175,0.0,0,0.4791238877481177,1311.644057142857,209.48,-0.2131546894029072,0,0,0.005714285714285714,3.5910857142857138,0.0,628.4399999999999
C16429,1,679.65,679.65,1,6.0,1,2024-03-26,2024-03-26,0.0,0.0,1.0,Debit Card,Google,371,371,0.0,0,1.0157426420260096,669.1163409703504,679.65,-0.4518879415341633,1,0,0.0026954177897574125,1.8319407008086253,0.0,679.65
C16612,1,600.54,600.54,1,4.0,1,2025-03-19,2025-03-19,0.0,0.0,1.0,Debit Card,Google,13,13,0.0,0,0.0355920602327173,3943.4044713284898,600.54,-0.0158343483556445,0,0,0.07692307692307693,46.19538461538461,0.0,600.54
C16693,1,949.72,949.72,4,8.0,1,2025-02-05,2025-02-05,1.0,0.0,1.0,Cash,Referral,55,55,0.0,0,0.1505817932922655,3943.4044713284898,237.43,-0.0669914738123422,0,0,0.01818181818181818,17.267636363636363,1.0,949.72
C16702,1,1390.17,1390.17,3,3.0,1,2023-08-27,2023-08-27,0.0,1.0,0.0,Credit Card,Facebook,583,583,0.0,0,1.596167008898015,870.9426972555747,463.39,-0.7101096224108281,1,0,0.0017152658662092624,2.3845111492281306,1.0,1390.17
C16758,1,188.31,188.31,3,6.0,1,2024-11-01,2024-11-01,0.0,0.0,1.0,Gift Card,Referral,151,151,0.0,0,0.4134154688569473,455.4981953642384,62.77,-0.1839220462847942,0,0,0.006622516556291391,1.2470860927152319,0.0,188.31
C16775,1,3339.1000000000004,3320.9700000000003,5,8.0,1,2023-03-27,2023-03-27,0.0,0.0,1.0,Gift Card,Instagram,736,736,0.0,0,2.0150581793292264,1664.344004755435,670.75,-0.8964677222887985,1,0,0.001358695652173913,4.536820652173914,0.0,3339.1000000000004
C16776,1,320.0,320.0,2,4.0,1,2023-09-04,2023-09-04,0.0,0.0,1.0,Cash,Instagram,575,575,0.0,0,1.5742642026009583,203.2695652173913,160.0,-0.7003654080381237,1,0,0.0017391304347826088,0.5565217391304348,0.0,320.0
C16790,1,258.96,258.96,4,8.0,1,2023-04-08,2023-04-08,1.0,0.0,1.0,Gift Card,Google,724,724,0.0,0,1.9822039698836411,130.6424585635359,64.74,-0.881851400729742,1,0,0.0013812154696132596,0.35767955801104967,1.0,258.96
C17075,1,1259.04,1259.04,4,8.0,1,2024-07-25,2024-07-25,0.0,0.0,0.0,Online,Instagram,250,250,0.0,0,0.6844626967830253,1839.45744,314.76,-0.3045066991470103,0,0,0.004,5.03616,0.0,1259.04
C17103,1,1278.36,1278.36,3,5.0,1,2024-01-05,2024-01-05,0.0,0.0,1.0,Online,Instagram,452,452,0.0,0,1.2375085557837098,1033.0110398230088,426.12,-0.5505481120577947,1,0,0.0022123893805309734,2.828230088495575,0.0,1278.36
C17132,1,386.03,386.03,1,4.0,1,2024-12-07,2024-12-07,0.0,0.0,1.0,Online,Google,115,115,0.0,0,0.3148528405201916,1226.0648478260869,386.03,-0.1400730816076247,0,0,0.008695652173913044,3.356782608695652,0.0,386.03
C17136,1,641.96,641.96,4,8.0,1,2023-07-26,2023-07-26,0.0,0.0,1.0,Credit Card,Referral,615,615,0.0,0,1.6837782340862424,381.2616097560976,160.49,-0.7490864799016455,1,0,0.0016260162601626016,1.0438373983739837,0.0,641.96
C17181,1,2276.65,2276.65,5,8.0,1,2025-02-25,2025-02-25,1.0,0.0,1.0,Credit Card,Google,35,35,0.0,0,0.0958247775496235,3943.4044713284898,455.33,-0.0426309378805814,0,0,0.02857142857142857,65.04714285714286,1.0,2276.65
C17269,1,1733.8,1733.8,4,4.0,1,2023-05-03,2023-05-03,1.0,0.0,0.0,Gift Card,Facebook,699,699,0.0,0,1.9137577002053388,905.9663090128756,433.45,-0.851400730815041,1,0,0.001430615164520744,2.4804005722460656,1.0,1733.8
C17302,1,359.99,359.99,1,5.0,1,2023-07-25,2023-07-25,1.0,0.0,1.0,Gift Card,Email,616,616,0.0,0,1.6865160848733745,213.4518628246753,359.99,-0.7503045066982335,1,0,0.0016233766233766235,0.5843993506493507,1.0,359.99
C17388,1,317.25,317.25,1,1.0,1,2024-02-10,2024-02-10,0.0,1.0,1.0,Debit Card,Facebook,416,416,0.0,0,1.1389459274469542,278.5470252403846,317.25,-0.5066991473806253,1,0,0.002403846153846154,0.7626201923076923,1.0,317.25
C17389,1,522.08,522.08,1,5.0,1,2024-11-10,2024-11-10,0.0,1.0,1.0,Gift Card,Referral,142,142,0.0,0,0.3887748117727584,1342.8853521126762,522.08,-0.1729598051155018,0,0,0.007042253521126761,3.6766197183098592,1.0,522.08
C17470,1,461.9,461.9,2,3.0,1,2024-10-30,2024-10-30,0.0,0.0,1.0,Online,Referral,153,153,0.0,0,0.4188911704312115,1102.6730392156862,230.95,-0.1863580998779703,0,0,0.006535947712418301,3.018954248366013,0.0,461.9
C17591,1,479.76,479.76,1,1.0,1,2023-09-29,2023-09-29,0.0,0.0,0.0,Credit Card,Email,550,550,0.0,0,1.5058179329226558,318.6042545454545,479.76,-0.6699147381234227,1,0,0.0018181818181818182,0.8722909090909091,0.0,479.76
