CustomerID,Frequency,Monetary,AvgOrderValue,TotalQuantity,AvgItemsInCart,ProductDiversity,FirstOrderDate,LastOrderDate,PctCancelled,PctReturned,PctCouponUsed,DominantPaymentMethod,DominantReferralSource,Recency,Tenure,AvgDaysBetweenOrders,IsRepeatCustomer,TenureYears,CLV_Proxy,SpendPerItem,EngagementScore,Churn
C11940,1,448.02,448.02,3,7.0,1,2023-09-05,2023-09-05,1.0,0.0,1.0,Gift Card,Email,574,574,,0,1.571526351813826,285.08589721254356,149.34,-0.6991473812415357,1
C11985,1,30.44,30.44,1,1.0,1,2023-10-07,2023-10-07,0.0,0.0,1.0,Credit Card,Email,542,542,,0,1.483915126625599,20.51330258302583,30.44,-0.6601705237507184,1
C11998,1,1495.98,1495.98,3,6.0,1,2025-02-16,2025-02-16,1.0,0.0,0.0,Cash,Email,44,44,,0,0.12046543463381246,12418.333977272727,498.66,-0.05359317904987382,1
C12039,1,132.68,132.68,1,1.0,1,2023-12-12,2023-12-12,0.0,1.0,1.0,Debit Card,Referral,476,476,,0,1.3032169746748803,101.80960084033613,132.68,-0.5797807551759077,1
C12245,1,815.58,815.58,2,3.0,1,2023-05-17,2023-05-17,0.0,0.0,0.0,Debit Card,Google,685,685,,0,1.8754277891854894,434.87678102189784,407.79,-0.8343483556628084,1
C12301,1,531.74,531.74,1,1.0,1,2023-09-11,2023-09-11,0.0,0.0,1.0,Online,Google,568,568,,0,1.5550992470910336,341.9331602112676,531.74,-0.6918392204620075,1
C12388,1,2683.6,2683.6,5,10.0,1,2023-05-01,2023-05-01,0.0,0.0,0.0,Cash,Email,701,701,,0,1.919233401779603,1398.266619115549,536.72,-0.853836784408217,1
C12408,1,161.54,161.54,2,4.0,1,2023-08-26,2023-08-26,0.0,0.0,0.0,Debit Card,Google,584,584,,0,1.5989048596851472,101.03165239726027,80.77,-0.7113276492074162,1
C12421,1,93.02,93.02,1,4.0,1,2023-04-28,2023-04-28,0.0,1.0,0.0,Online,Email,704,704,,0,1.9274469541409993,48.26073153409091,93.02,-0.8574908647979811,1
C12444,1,230.88,230.88,3,8.0,1,2024-09-17,2024-09-17,0.0,1.0,1.0,Cash,Email,196,196,,0,0.5366187542778919,430.2495918367347,76.96,-0.23873325213125612,1
C12459,1,284.16,284.16,2,4.0,1,2024-09-06,2024-09-06,0.0,0.0,1.0,Gift Card,Referral,207,207,,0,0.5667351129363449,501.3982608695653,142.08,-0.2521315468937246,1
C12472,1,252.93,252.93,3,3.0,1,2024-02-25,2024-02-25,0.0,0.0,1.0,Credit Card,Email,401,401,,0,1.0978781656399725,230.3807543640898,84.31,-0.4884287454318046,1
C12479,1,124.1,124.1,5,10.0,1,2023-10-02,2023-10-02,0.0,0.0,0.0,Credit Card,Referral,547,547,,0,1.4976043805612593,82.86567641681901,24.82,-0.6662606577336586,1
C12487,1,1427.07,1427.07,3,3.0,1,2024-01-08,2024-01-08,1.0,0.0,1.0,Gift Card,Google,449,449,,0,1.2292950034223136,1160.884894209354,475.69,-0.5468940316680306,1
C12607,1,281.52,281.52,1,6.0,1,2023-04-05,2023-04-05,0.0,0.0,1.0,Gift Card,Referral,727,727,,0,1.9904175222450375,141.43766162310865,281.52,-0.8855054811195061,1
C12609,1,547.32,547.32,4,8.0,1,2023-11-26,2023-11-26,0.0,0.0,1.0,Debit Card,Email,492,492,,0,1.3470225872689938,406.31835365853664,136.83,-0.5992691839213163,1
C12740,1,644.75,644.75,5,10.0,1,2023-09-21,2023-09-21,0.0,0.0,1.0,Cash,Instagram,558,558,,0,1.5277207392197125,422.033938172043,128.95,-0.6796589524961271,1
C12813,1,1462.7,1462.7,5,8.0,1,2025-03-15,2025-03-15,1.0,0.0,1.0,Debit Card,Email,17,17,,0,0.04654346338124572,31426.539705882355,292.54,-0.020706455541996703,1
C12818,1,191.04,191.04,3,6.0,1,2023-12-13,2023-12-13,0.0,1.0,0.0,Cash,Facebook,475,475,,0,1.3004791238877482,146.89970526315787,63.68,-0.5785627283793197,1
C13100,1,1177.64,1177.64,4,4.0,1,2023-12-18,2023-12-18,0.0,0.0,0.0,Debit Card,Instagram,470,470,,0,1.2867898699520877,915.1766170212767,294.41,-0.5724725943963794,1
C13108,1,3293.85,3293.85,5,10.0,1,2024-04-25,2024-04-25,0.0,0.0,1.0,Gift Card,Instagram,341,341,,0,0.9336071184120466,3528.0900659824047,658.77,-0.4153471376365221,1
C13169,1,536.07,536.07,1,5.0,1,2023-11-15,2023-11-15,0.0,0.0,1.0,Debit Card,Google,503,503,,0,1.377138945927447,389.2635536779324,536.07,-0.6126674786837848,1
C13186,1,889.68,889.68,2,7.0,1,2023-08-29,2023-08-29,0.0,0.0,0.0,Online,Facebook,581,581,,0,1.5906913073237507,559.3039931153185,444.84,-0.7076735688176521,1
C13205,1,2107.1,2107.1,5,7.0,1,2023-01-25,2023-01-25,1.0,0.0,0.0,Debit Card,Instagram,797,797,,0,2.1820670773442847,965.644008782936,421.41999999999996,-0.970767356880669,1
C13296,1,108.82,108.82,2,6.0,1,2023-06-03,2023-06-03,0.0,0.0,0.0,Online,Instagram,668,668,,0,1.8288843258042438,59.50075598802395,54.41,-0.8136419001208116,1
C13324,1,1199.48,1199.48,2,2.0,1,2025-03-15,2025-03-15,0.0,0.0,0.0,Gift Card,Instagram,17,17,,0,0.04654346338124572,25771.180588235293,599.74,-0.020706455541996703,1
C13366,1,2714.2,2714.2,4,5.0,1,2023-07-06,2023-07-06,0.0,0.0,0.0,Cash,Email,635,635,,0,1.7385352498288844,1561.1992913385825,678.55,-0.7734470158334062,1
C13501,1,427.6,427.6,5,5.0,1,2023-08-23,2023-08-23,1.0,0.0,0.0,Gift Card,Facebook,587,587,,0,1.6071184120465434,266.06626916524704,85.52000000000001,-0.7149817295971803,1
C13525,1,212.79,212.79,3,5.0,1,2024-06-13,2024-06-13,0.0,1.0,0.0,Debit Card,Referral,292,292,,0,0.7994524298425736,266.16968321917807,70.92999999999999,-0.3556638246037081,1
C13540,1,1239.64,1239.64,4,5.0,1,2023-06-04,2023-06-04,0.0,0.0,1.0,Debit Card,Google,667,667,,0,1.8261464750171115,678.8283508245878,309.91,-0.8124238733242236,1
C13877,1,3384.9,3384.9,5,5.0,1,2023-11-26,2023-11-26,1.0,0.0,0.0,Cash,Facebook,492,492,,0,1.3470225872689938,2512.875457317073,676.98,-0.5992691839213163,1
C13923,1,118.8,118.8,1,6.0,1,2023-10-08,2023-10-08,0.0,0.0,1.0,Online,Email,541,541,,0,1.4811772758384667,80.20646950092421,118.8,-0.6589524969541304,1
C14005,1,80.46,80.46,2,4.0,1,2024-01-01,2024-01-01,1.0,0.0,1.0,Credit Card,Google,456,456,,0,1.2484599589322383,64.44740131578946,40.23,-0.5554202192441469,1
C14017,1,1248.32,1248.32,2,2.0,1,2023-05-09,2023-05-09,0.0,0.0,1.0,Debit Card,Instagram,693,693,,0,1.8973305954825461,657.9348917748918,624.16,-0.8440925700355126,1
C14080,1,283.69,283.69,1,6.0,1,2024-06-27,2024-06-27,0.0,0.0,0.0,Gift Card,Google,278,278,,0,0.7611225188227242,372.7258003597122,283.69,-0.33861144945147553,1
C14114,1,1704.06,1704.06,3,3.0,1,2024-09-27,2024-09-27,0.0,0.0,1.0,Online,Instagram,186,186,,0,0.5092402464065708,3346.2791129032257,568.02,-0.2265529841653757,1
C14240,1,491.11,491.11,1,4.0,1,2023-05-03,2023-05-03,0.0,0.0,1.0,Credit Card,Facebook,699,699,,0,1.9137577002053388,256.6207832618026,491.11,-0.851400730815041,1
C14427,1,533.9,533.9,2,3.0,1,2024-07-23,2024-07-23,0.0,0.0,0.0,Credit Card,Instagram,252,252,,0,0.6899383983572895,773.8372023809524,266.95,-0.30694275274018645,1
C14455,1,164.85,164.85,3,8.0,1,2023-12-09,2023-12-09,0.0,1.0,1.0,Cash,Referral,479,479,,0,1.3114305270362765,125.70242693110647,54.949999999999996,-0.5834348355656719,1
C14457,1,395.4,395.4,5,8.0,1,2024-05-29,2024-05-29,0.0,0.0,0.0,Cash,Facebook,307,307,,0,0.840520191649555,470.4229641693811,79.08,-0.3739342265525287,1
C14552,1,1120.0,1120.0,5,9.0,1,2023-01-23,2023-01-23,0.0,1.0,1.0,Cash,Google,799,799,,0,2.187542778918549,511.9899874843555,224.0,-0.9732034104738451,1
C14553,1,440.1899999999999,440.1899999999999,3,8.0,1,2024-09-09,2024-09-09,0.0,0.0,1.0,Cash,Email,204,204,,0,0.5585215605749486,788.1343014705881,146.72999999999996,-0.24847746650396044,1
C14568,1,885.32,885.32,4,5.0,1,2023-02-11,2023-02-11,0.0,0.0,0.0,Online,Google,780,780,,0,2.135523613963039,414.5681153846154,221.33,-0.9500609013386723,1
C14576,1,2156.8,2156.8,4,8.0,1,2024-04-18,2024-04-18,0.0,0.0,1.0,Credit Card,Google,348,348,,0,0.9527720739219713,2263.710344827586,539.2,-0.42387332521263843,1
C14600,1,441.8,441.8,2,4.0,1,2023-07-20,2023-07-20,0.0,0.0,0.0,Gift Card,Email,621,621,,0,1.700205338809035,259.8509661835749,220.9,-0.7563946406811737,1
C14737,1,581.64,581.64,4,7.0,1,2023-01-14,2023-01-14,0.0,1.0,1.0,Credit Card,Email,808,808,,0,2.212183436002738,262.92575495049505,145.41,-0.9841656516431374,1
C14837,1,183.18,183.18,1,6.0,1,2023-04-01,2023-04-01,1.0,0.0,1.0,Debit Card,Email,731,731,,0,2.001368925393566,91.52735294117647,183.18,-0.8903775883058582,1
C14847,2,1097.81,548.905,5,4.0,2,2023-01-01,2024-12-19,0.0,0.0,0.5,Cash,Email,103,821,718.0,1,2.2477754962354553,488.3984196102314,219.56199999999998,0.8745432389514316,1
C14891,1,1654.96,1654.96,4,7.0,1,2024-03-23,2024-03-23,0.0,1.0,1.0,Gift Card,Instagram,374,374,,0,1.0239561943874058,1616.241016042781,413.74,-0.4555420219239275,1
C14983,1,17.24,17.24,1,2.0,1,2023-07-12,2023-07-12,0.0,0.0,1.0,Online,Instagram,629,629,,0,1.7221081451060918,10.010985691573925,17.24,-0.766138855053878,1
C15063,1,426.1,426.1,5,7.0,1,2024-04-29,2024-04-29,1.0,0.0,1.0,Credit Card,Email,337,337,,0,0.9226557152635181,461.81906528189916,85.22,-0.41047503045017,1
C15146,1,190.55,190.55,5,6.0,1,2023-08-17,2023-08-17,1.0,0.0,1.0,Debit Card,Instagram,593,593,,0,1.623545516769336,117.36658937605398,38.11,-0.7222898903767085,1
C15228,1,1422.42,1422.42,3,8.0,1,2024-02-19,2024-02-19,0.0,0.0,1.0,Gift Card,Google,407,407,,0,1.1143052703627652,1276.5083660933662,474.14000000000004,-0.4957369062113329,1
C15257,1,580.2,580.2,4,6.0,1,2025-03-21,2025-03-21,0.0,0.0,1.0,Online,Google,11,11,,0,0.030116358658453114,19265.277272727275,145.05,-0.013398294762468455,1
C15283,1,381.02,381.02,1,6.0,1,2023-11-25,2023-11-25,0.0,0.0,0.0,Cash,Google,493,493,,0,1.3497604380561259,282.2871298174442,381.02,-0.6004872107179045,1
C15624,1,3097.6,3097.6,5,9.0,1,2025-01-21,2025-01-21,0.0,0.0,0.0,Debit Card,Email,70,70,,0,0.19164955509924708,16162.834285714285,619.52,-0.0852618757611629,1
C15629,1,912.4499999999999,912.4499999999999,3,3.0,1,2023-04-16,2023-04-16,0.0,0.0,1.0,Gift Card,Instagram,716,716,,0,1.9603011635865846,465.46419343575417,304.15,-0.8721071863570377,1
C15681,1,2161.64,2161.64,4,6.0,1,2023-08-22,2023-08-22,1.0,0.0,0.0,Credit Card,Referral,588,588,,0,1.6098562628336757,1342.7534183673467,540.41,-0.7161997563937683,1
C15849,1,525.43,525.43,1,2.0,1,2024-12-23,2024-12-23,1.0,0.0,1.0,Cash,Instagram,99,99,,0,0.27104722792607805,1938.5182575757572,525.43,-0.1205846528622161,1
C15924,1,245.89,245.89,1,3.0,1,2024-12-19,2024-12-19,0.0,0.0,1.0,Debit Card,Google,103,103,,0,0.28199863107460643,871.9545873786408,245.89,-0.12545676004856826,1
C16012,1,630.82,630.82,1,5.0,1,2025-03-28,2025-03-28,0.0,0.0,1.0,Online,Google,4,4,,0,0.010951403148528405,57601.75125000001,630.82,-0.004872107186352166,1
C16400,1,628.4399999999999,628.4399999999999,3,4.0,1,2024-10-08,2024-10-08,0.0,0.0,0.0,Debit Card,Email,175,175,,0,0.4791238877481177,1311.644057142857,209.48,-0.21315468940290724,1
C16429,1,679.65,679.65,1,6.0,1,2024-03-26,2024-03-26,0.0,0.0,1.0,Debit Card,Google,371,371,,0,1.0157426420260096,669.1163409703504,679.65,-0.45188794153416334,1
C16612,1,600.54,600.54,1,4.0,1,2025-03-19,2025-03-19,0.0,0.0,1.0,Debit Card,Google,13,13,,0,0.03559206023271732,16872.864230769228,600.54,-0.01583434835564454,1
C16693,1,949.72,949.72,4,8.0,1,2025-02-05,2025-02-05,1.0,0.0,1.0,Cash,Referral,55,55,,0,0.15058179329226556,6307.004181818183,237.43,-0.06699147381234227,1
C16702,1,1390.17,1390.17,3,3.0,1,2023-08-27,2023-08-27,0.0,1.0,0.0,Credit Card,Facebook,583,583,,0,1.596167008898015,870.9426972555747,463.39000000000004,-0.7101096224108281,1
C16758,1,188.31,188.31,3,6.0,1,2024-11-01,2024-11-01,0.0,0.0,1.0,Gift Card,Referral,151,151,,0,0.4134154688569473,455.4981953642384,62.77,-0.18392204628479425,1
C16775,1,3353.75,3353.75,5,8.0,1,2023-03-27,2023-03-27,0.0,0.0,1.0,Gift Card,Instagram,736,736,,0,2.0150581793292264,1664.344004755435,670.75,-0.8964677222887985,1
C16776,1,320.0,320.0,2,4.0,1,2023-09-04,2023-09-04,0.0,0.0,1.0,Cash,Instagram,575,575,,0,1.5742642026009583,203.2695652173913,160.0,-0.7003654080381237,1
C16790,1,258.96,258.96,4,8.0,1,2023-04-08,2023-04-08,1.0,0.0,1.0,Gift Card,Google,724,724,,0,1.9822039698836413,130.6424585635359,64.74,-0.881851400729742,1
C17075,1,1259.04,1259.04,4,8.0,1,2024-07-25,2024-07-25,0.0,0.0,0.0,Online,Instagram,250,250,,0,0.6844626967830253,1839.4574400000001,314.76,-0.30450669914701034,1
C17103,1,1278.36,1278.36,3,5.0,1,2024-01-05,2024-01-05,0.0,0.0,1.0,Online,Instagram,452,452,,0,1.2375085557837098,1033.0110398230088,426.11999999999995,-0.5505481120577947,1
C17132,1,386.03,386.03,1,4.0,1,2024-12-07,2024-12-07,0.0,0.0,1.0,Online,Google,115,115,,0,0.31485284052019163,1226.0648478260869,386.03,-0.14007308160762477,1
C17136,1,641.96,641.96,4,8.0,1,2023-07-26,2023-07-26,0.0,0.0,1.0,Credit Card,Referral,615,615,,0,1.6837782340862424,381.2616097560976,160.49,-0.7490864799016455,1
C17181,1,2276.65,2276.65,5,8.0,1,2025-02-25,2025-02-25,1.0,0.0,1.0,Credit Card,Google,35,35,,0,0.09582477754962354,23758.46892857143,455.33000000000004,-0.04263093788058145,1
C17269,1,1733.8,1733.8,4,4.0,1,2023-05-03,2023-05-03,1.0,0.0,0.0,Gift Card,Facebook,699,699,,0,1.9137577002053388,905.9663090128755,433.45,-0.851400730815041,1
C17302,1,359.99,359.99,1,5.0,1,2023-07-25,2023-07-25,1.0,0.0,1.0,Gift Card,Email,616,616,,0,1.6865160848733745,213.45186282467532,359.99,-0.7503045066982335,1
C17388,1,317.25,317.25,1,1.0,1,2024-02-10,2024-02-10,0.0,1.0,1.0,Debit Card,Facebook,416,416,,0,1.1389459274469542,278.5470252403846,317.25,-0.5066991473806253,1
C17389,1,522.08,522.08,1,5.0,1,2024-11-10,2024-11-10,0.0,1.0,1.0,Gift Card,Referral,142,142,,0,0.3887748117727584,1342.8853521126762,522.08,-0.17295980511550188,1
C17470,1,461.9,461.9,2,3.0,1,2024-10-30,2024-10-30,0.0,0.0,1.0,Online,Referral,153,153,,0,0.4188911704312115,1102.6730392156862,230.95,-0.18635809987797033,1
C17591,1,479.76,479.76,1,1.0,1,2023-09-29,2023-09-29,0.0,0.0,0.0,Credit Card,Email,550,550,,0,1.5058179329226558,318.6042545454545,479.76,-0.6699147381234227,1
C17921,1,1210.6,1210.6,4,8.0,1,2023-02-20,2023-02-20,1.0,0.0,1.0,Credit Card,Referral,771,771,,0,2.11088295687885,573.5040856031128,302.65,-0.9390986601693799,1
C17966,1,185.74,185.74,2,5.0,1,2023-10-17,2023-10-17,0.0,0.0,1.0,Credit Card,Facebook,532,532,,0,1.4565366187542779,127.52168233082708,92.87,-0.647990255784838,1
C18037,1,140.68,140.68,2,3.0,1,2023-03-08,2023-03-08,1.0,0.0,1.0,Gift Card,Email,755,755,,0,2.0670773442847366,68.05744370860927,70.34,-0.9196102314239712,1
C18076,1,1766.22,1766.22,3,8.0,1,2023-12-01,2023-12-01,0.0,0.0,1.0,Debit Card,Email,487,487,,0,1.3333333333333333,1324.6650000000002,588.74,-0.5931790499383761,1
C18104,1,635.9000000000001,635.9000000000001,5,9.0,1,2024-11-15,2024-11-15,1.0,0.0,1.0,Cash,Referral,137,137,,0,0.3750855578370979,1695.3465328467155,127.18000000000002,-0.16686967113256168,1
C18105,1,2332.08,2332.08,4,4.0,1,2024-10-25,2024-10-25,0.0,0.0,1.0,Online,Facebook,158,158,,0,0.432580424366872,5391.09,583.02,-0.19244823386091053,1
C18138,1,1618.38,1618.38,3,4.0,1,2023-04-06,2023-04-06,0.0,0.0,1.0,Credit Card,Facebook,726,726,,0,1.9876796714579055,814.2056404958679,539.46,-0.884287454322918,1
C18167,1,887.84,887.84,4,7.0,1,2024-03-17,2024-03-17,0.0,0.0,0.0,Cash,Google,380,380,,0,1.0403832991101984,853.3777894736843,221.96,-0.46285018270345574,1
C18187,1,605.28,605.28,1,3.0,1,2024-11-18,2024-11-18,0.0,0.0,1.0,Gift Card,Referral,134,134,,0,0.3668720054757016,1649.8397014925372,605.28,-0.16321559074279754,1
C18404,1,3370.2,3370.2,5,7.0,1,2023-02-28,2023-02-28,1.0,0.0,1.0,Online,Google,763,763,,0,2.088980150581793,1613.323132372215,674.04,-0.9293544457966756,1
C18567,1,365.84,365.84,4,9.0,1,2023-09-23,2023-09-23,1.0,0.0,1.0,Cash,Referral,556,556,,0,1.5222450376454484,240.32924460431653,91.46,-0.6772228989029511,1
C18583,1,1822.1,1822.1,5,10.0,1,2023-08-20,2023-08-20,1.0,0.0,1.0,Credit Card,Referral,590,590,,0,1.6153319644079398,1128.0034322033898,364.41999999999996,-0.7186358099869444,1
C18717,1,2793.15,2793.15,5,8.0,1,2023-03-26,2023-03-26,0.0,0.0,1.0,Cash,Referral,737,737,,0,2.0177960301163584,1384.257852781547,558.63,-0.8976857490853866,1
C18724,1,616.1,616.1,1,6.0,1,2024-06-09,2024-06-09,0.0,1.0,0.0,Cash,Email,296,296,,0,0.810403832991102,760.2382601351352,616.1,-0.36053593179006027,1
C18820,1,2573.0,2573.0,5,10.0,1,2023-06-12,2023-06-12,0.0,0.0,1.0,Gift Card,Instagram,659,659,,0,1.8042436687200547,1426.0823216995448,514.6,-0.8026796589515193,1
C18826,1,1443.3,1443.3,3,3.0,1,2023-08-29,2023-08-29,0.0,1.0,1.0,Credit Card,Facebook,581,581,,0,1.5906913073237507,907.3413511187608,481.09999999999997,-0.7076735688176521,1
C18944,1,1575.2,1575.2,4,7.0,1,2023-01-20,2023-01-20,0.0,0.0,1.0,Credit Card,Email,802,802,,0,2.195756331279945,717.3837905236909,393.8,-0.9768574908636092,1
C18984,1,1767.9,1767.9,3,6.0,1,2024-04-04,2024-04-04,0.0,1.0,1.0,Credit Card,Referral,362,362,,0,0.9911019849418207,1783.7720303867404,589.3000000000001,-0.440925700364871,1
C19071,1,1352.94,1352.94,3,8.0,1,2025-02-24,2025-02-24,0.0,0.0,1.0,Credit Card,Referral,36,36,,0,0.09856262833675565,13726.70375,450.98,-0.04384896467716949,1
C19266,1,442.17,442.17,3,3.0,1,2023-03-04,2023-03-04,0.0,1.0,0.0,Debit Card,Email,759,759,,0,2.078028747433265,212.78338932806327,147.39000000000001,-0.9244823386103235,1
C19384,1,351.16,351.16,4,6.0,1,2023-12-24,2023-12-24,1.0,0.0,1.0,Cash,Instagram,464,464,,0,1.270362765229295,276.42497844827585,87.79,-0.5651644336168512,1
C19402,1,1204.68,1204.68,4,6.0,1,2023-12-19,2023-12-19,1.0,0.0,0.0,Online,Email,469,469,,0,1.2840520191649556,938.186289978678,301.17,-0.5712545675997914,1
C19451,1,2357.76,2357.76,4,5.0,1,2024-12-22,2024-12-22,0.0,1.0,0.0,Gift Card,Facebook,100,100,,0,0.2737850787132101,8611.718400000002,589.44,-0.12180267965880413,1
C19648,1,2673.44,2673.44,4,5.0,1,2024-09-20,2024-09-20,1.0,0.0,1.0,Gift Card,Facebook,193,193,,0,0.5284052019164955,5059.450569948187,668.36,-0.23507917174149198,1
C19722,1,596.24,596.24,1,4.0,1,2024-05-31,2024-05-31,0.0,1.0,1.0,Credit Card,Instagram,305,305,,0,0.8350444900752909,714.0218360655738,596.24,-0.3714981729593526,1
C19742,1,332.09,332.09,1,5.0,1,2023-09-13,2023-09-13,0.0,1.0,1.0,Gift Card,Instagram,566,566,,0,1.5496235455167693,214.30366166077738,332.09,-0.6894031668688314,1
C19759,1,1176.6,1176.6,2,2.0,1,2025-01-02,2025-01-02,0.0,0.0,1.0,Online,Email,89,89,,0,0.243668720054757,4828.687078651685,588.3,-0.10840438489633568,1
C20077,1,2372.88,2372.88,4,8.0,1,2024-03-06,2024-03-06,1.0,0.0,1.0,Credit Card,Facebook,391,391,,0,1.0704996577686516,2216.609769820972,593.22,-0.4762484774659242,1
C20095,1,1325.06,1325.06,2,5.0,1,2024-03-04,2024-03-04,1.0,0.0,0.0,Online,Facebook,393,393,,0,1.0759753593429158,1231.4966030534351,662.53,-0.47868453105910025,1
C20124,1,177.46,177.46,2,5.0,1,2023-12-18,2023-12-18,0.0,0.0,0.0,Online,Google,470,470,,0,1.2867898699520877,137.9090744680851,88.73,-0.5724725943963794,1
C20212,1,1834.35,1834.35,3,4.0,1,2023-12-05,2023-12-05,0.0,0.0,1.0,Gift Card,Instagram,483,483,,0,1.322381930184805,1387.1559782608695,611.4499999999999,-0.588306942752024,1
C20256,1,1616.22,1616.22,3,6.0,1,2024-12-11,2024-12-11,0.0,0.0,1.0,Online,Email,111,111,,0,0.30390143737166325,5318.237432432433,538.74,-0.1352009744212726,1
C20257,1,1343.9,1343.9,5,7.0,1,2023-12-29,2023-12-29,0.0,0.0,1.0,Debit Card,Email,459,459,,0,1.2566735112936345,1069.4106209150327,268.78000000000003,-0.559074299633911,1
C20286,1,571.9,571.9,1,1.0,1,2024-09-16,2024-09-16,0.0,0.0,1.0,Gift Card,Instagram,197,197,,0,0.5393566050650239,1060.3374365482234,571.9,-0.23995127892784415,1
